cohort,schoolid_ulcs,schoolname,sector,rate_type,group,subgroup,denom,num,score,fscore
2010-2011,2020,High School for Creative and Performing Arts,District,5-Year Graduation Rate,Ethnicity,Black/African American,101,95,94.06,94.06
2010-2011,2020,High School for Creative and Performing Arts,District,5-Year Graduation Rate,Ethnicity,Hispanic/Latino,15,14,93.33,93.33
2010-2011,2020,High School for Creative and Performing Arts,District,5-Year Graduation Rate,Ethnicity,White,44,41,93.18,93.18
2010-2011,2020,High School for Creative and Performing Arts,District,5-Year Graduation Rate,Gender,Female,125,117,93.6,93.6
2010-2011,2020,High School for Creative and Performing Arts,District,5-Year Graduation Rate,Gender,Male,48,44,91.67,91.67
2010-2011,2020,High School for Creative and Performing Arts,District,5-Year Graduation Rate,IEP,Does Not Have IEP,158,150,94.94,94.94
2010-2011,2020,High School for Creative and Performing Arts,District,5-Year Graduation Rate,IEP,Has IEP,15,11,73.33,73.33
2010-2011,2020,High School for Creative and Performing Arts,District,6-Year Graduation Rate,All Students,All Students,173,161,93.06,93.06
2010-2011,2020,High School for Creative and Performing Arts,District,6-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,70,64,91.43,91.43
2010-2011,2020,High School for Creative and Performing Arts,District,6-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,103,97,94.17,94.17
2010-2011,2020,High School for Creative and Performing Arts,District,6-Year Graduation Rate,Ethnicity,Black/African American,101,95,94.06,94.06
2010-2011,2020,High School for Creative and Performing Arts,District,6-Year Graduation Rate,Ethnicity,Hispanic/Latino,15,14,93.33,93.33
2010-2011,2020,High School for Creative and Performing Arts,District,6-Year Graduation Rate,Ethnicity,White,44,41,93.18,93.18
2010-2011,2020,High School for Creative and Performing Arts,District,6-Year Graduation Rate,Gender,Female,125,117,93.6,93.6
2010-2011,2020,High School for Creative and Performing Arts,District,6-Year Graduation Rate,Gender,Male,48,44,91.67,91.67
2010-2011,2020,High School for Creative and Performing Arts,District,6-Year Graduation Rate,IEP,Does Not Have IEP,158,150,94.94,94.94
2010-2011,2020,High School for Creative and Performing Arts,District,6-Year Graduation Rate,IEP,Has IEP,15,11,73.33,73.33
2010-2011,2140,Julia R. Masterman School,District,4-Year Graduation Rate,All Students,All Students,105,102,97.14,97.14
2010-2011,2140,Julia R. Masterman School,District,4-Year Graduation Rate,Ethnicity,Asian,24,24,100,100.0
2010-2011,2140,Julia R. Masterman School,District,4-Year Graduation Rate,Ethnicity,Black/African American,20,20,100,100.0
2010-2011,2140,Julia R. Masterman School,District,4-Year Graduation Rate,Ethnicity,White,53,50,94.34,94.34
2010-2011,2140,Julia R. Masterman School,District,4-Year Graduation Rate,Gender,Female,62,62,100,100.0
2010-2011,2140,Julia R. Masterman School,District,4-Year Graduation Rate,Gender,Male,43,40,93.02,93.02
2010-2011,2140,Julia R. Masterman School,District,5-Year Graduation Rate,All Students,All Students,105,105,100,100.0
2010-2011,2140,Julia R. Masterman School,District,5-Year Graduation Rate,Ethnicity,Asian,24,24,100,100.0
2010-2011,2140,Julia R. Masterman School,District,5-Year Graduation Rate,Ethnicity,Black/African American,20,20,100,100.0
2010-2011,2140,Julia R. Masterman School,District,5-Year Graduation Rate,Ethnicity,White,53,53,100,100.0
2010-2011,2140,Julia R. Masterman School,District,5-Year Graduation Rate,Gender,Female,62,62,100,100.0
2010-2011,2140,Julia R. Masterman School,District,5-Year Graduation Rate,Gender,Male,43,43,100,100.0
2010-2011,2140,Julia R. Masterman School,District,6-Year Graduation Rate,All Students,All Students,105,105,100,100.0
2010-2011,2140,Julia R. Masterman School,District,6-Year Graduation Rate,Ethnicity,Asian,24,24,100,100.0
2010-2011,2140,Julia R. Masterman School,District,6-Year Graduation Rate,Ethnicity,Black/African American,20,20,100,100.0
2010-2011,2140,Julia R. Masterman School,District,6-Year Graduation Rate,Ethnicity,White,53,53,100,100.0
2010-2011,2140,Julia R. Masterman School,District,6-Year Graduation Rate,Gender,Female,62,62,100,100.0
2010-2011,2140,Julia R. Masterman School,District,6-Year Graduation Rate,Gender,Male,43,43,100,100.0
2010-2011,2160,Furness High School,District,4-Year Graduation Rate,All Students,All Students,176,137,77.84,77.84
2010-2011,2160,Furness High School,District,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,98,78,79.59,79.59
2010-2011,2160,Furness High School,District,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,78,59,75.64,75.64
2010-2011,2160,Furness High School,District,4-Year Graduation Rate,ELL,EL,96,78,81.25,81.25
2010-2011,2160,Furness High School,District,4-Year Graduation Rate,ELL,Non-EL,80,59,73.75,73.75
2010-2011,2160,Furness High School,District,4-Year Graduation Rate,Ethnicity,Asian,99,82,82.83,82.83
2010-2011,2160,Furness High School,District,4-Year Graduation Rate,Ethnicity,Black/African American,40,33,82.5,82.5
2010-2011,2160,Furness High School,District,4-Year Graduation Rate,Ethnicity,Hispanic/Latino,18,13,72.22,72.22
2010-2011,2160,Furness High School,District,4-Year Graduation Rate,Gender,Female,77,66,85.71,85.71
2010-2011,2160,Furness High School,District,4-Year Graduation Rate,Gender,Male,99,71,71.72,71.72
2010-2011,2160,Furness High School,District,4-Year Graduation Rate,IEP,Does Not Have IEP,151,123,81.46,81.46
2010-2011,2160,Furness High School,District,4-Year Graduation Rate,IEP,Has IEP,25,14,56,56.0
2010-2011,2160,Furness High School,District,5-Year Graduation Rate,All Students,All Students,173,145,83.82,83.82
2010-2011,2160,Furness High School,District,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,96,82,85.42,85.42
2010-2011,2160,Furness High School,District,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,77,63,81.82,81.82
2010-2011,2160,Furness High School,District,5-Year Graduation Rate,ELL,EL,96,85,88.54,88.54
2010-2011,2160,Furness High School,District,5-Year Graduation Rate,ELL,Non-EL,77,60,77.92,77.92
2010-2011,2160,Furness High School,District,5-Year Graduation Rate,Ethnicity,Asian,97,89,91.75,91.75
2010-2011,2160,Furness High School,District,5-Year Graduation Rate,Ethnicity,Black/African American,40,34,85,85.0
2010-2011,2160,Furness High School,District,5-Year Graduation Rate,Ethnicity,Hispanic/Latino,18,13,72.22,72.22
2010-2011,2160,Furness High School,District,5-Year Graduation Rate,Gender,Female,77,68,88.31,88.31
2010-2011,2160,Furness High School,District,5-Year Graduation Rate,Gender,Male,96,77,80.21,80.21
2010-2011,2160,Furness High School,District,5-Year Graduation Rate,IEP,Does Not Have IEP,149,130,87.25,87.25
2010-2011,2160,Furness High School,District,5-Year Graduation Rate,IEP,Has IEP,24,15,62.5,62.5
2010-2011,2160,Furness High School,District,6-Year Graduation Rate,All Students,All Students,170,145,85.29,85.29
2010-2011,2160,Furness High School,District,6-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,93,82,88.17,88.17
2010-2011,2160,Furness High School,District,6-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,77,63,81.82,81.82
2010-2011,2160,Furness High School,District,6-Year Graduation Rate,ELL,EL,96,85,88.54,88.54
2010-2011,2160,Furness High School,District,6-Year Graduation Rate,ELL,Non-EL,74,60,81.08,81.08
2010-2011,2160,Furness High School,District,6-Year Graduation Rate,Ethnicity,Asian,97,89,91.75,91.75
2010-2011,2160,Furness High School,District,6-Year Graduation Rate,Ethnicity,Black/African American,39,34,87.18,87.18
2010-2011,2160,Furness High School,District,6-Year Graduation Rate,Ethnicity,Hispanic/Latino,18,13,72.22,72.22
2010-2011,2160,Furness High School,District,6-Year Graduation Rate,Gender,Female,75,68,90.67,90.67
2010-2011,2160,Furness High School,District,6-Year Graduation Rate,Gender,Male,95,77,81.05,81.05
2010-2011,2160,Furness High School,District,6-Year Graduation Rate,IEP,Does Not Have IEP,148,130,87.84,87.84
2010-2011,2160,Furness High School,District,6-Year Graduation Rate,IEP,Has IEP,22,15,68.18,68.18
2010-2011,2290,Franklin Learning Center,District,4-Year Graduation Rate,All Students,All Students,152,134,88.16,88.16
2010-2011,2290,Franklin Learning Center,District,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,93,82,88.17,88.17
2010-2011,2290,Franklin Learning Center,District,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,59,52,88.14,88.14
2010-2011,2290,Franklin Learning Center,District,4-Year Graduation Rate,Ethnicity,Black/African American,73,69,94.52,94.52
2010-2011,2290,Franklin Learning Center,District,4-Year Graduation Rate,Ethnicity,Hispanic/Latino,33,28,84.85,84.85
2010-2011,2290,Franklin Learning Center,District,4-Year Graduation Rate,Ethnicity,White,37,28,75.68,75.68
2010-2011,2290,Franklin Learning Center,District,4-Year Graduation Rate,Gender,Female,91,82,90.11,90.11
2010-2011,2290,Franklin Learning Center,District,4-Year Graduation Rate,Gender,Male,61,52,85.25,85.25
2010-2011,2290,Franklin Learning Center,District,4-Year Graduation Rate,IEP,Does Not Have IEP,141,124,87.94,87.94
2010-2011,2290,Franklin Learning Center,District,4-Year Graduation Rate,IEP,Has IEP,11,10,90.91,90.91
2010-2011,2290,Franklin Learning Center,District,5-Year Graduation Rate,All Students,All Students,149,134,89.93,89.93
2010-2011,2290,Franklin Learning Center,District,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,91,81,89.01,89.01
2010-2011,2290,Franklin Learning Center,District,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,58,53,91.38,91.38
2010-2011,2290,Franklin Learning Center,District,5-Year Graduation Rate,Ethnicity,Black/African American,73,70,95.89,95.89
2010-2011,2290,Franklin Learning Center,District,5-Year Graduation Rate,Ethnicity,Hispanic/Latino,31,27,87.1,87.1
2010-2011,2290,Franklin Learning Center,District,5-Year Graduation Rate,Ethnicity,White,36,28,77.78,77.78
2010-2011,2290,Franklin Learning Center,District,5-Year Graduation Rate,Gender,Female,88,82,93.18,93.18
2010-2011,2290,Franklin Learning Center,District,5-Year Graduation Rate,Gender,Male,61,52,85.25,85.25
2010-2011,2290,Franklin Learning Center,District,5-Year Graduation Rate,IEP,Does Not Have IEP,139,124,89.21,89.21
2010-2011,2290,Franklin Learning Center,District,5-Year Graduation Rate,IEP,Has IEP,10,10,100,100.0
2010-2011,2290,Franklin Learning Center,District,6-Year Graduation Rate,All Students,All Students,149,134,89.93,89.93
2010-2011,2290,Franklin Learning Center,District,6-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,91,81,89.01,89.01
2010-2011,2290,Franklin Learning Center,District,6-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,58,53,91.38,91.38
2010-2011,2290,Franklin Learning Center,District,6-Year Graduation Rate,Ethnicity,Black/African American,73,70,95.89,95.89
2010-2011,2290,Franklin Learning Center,District,6-Year Graduation Rate,Ethnicity,Hispanic/Latino,31,27,87.1,87.1
2010-2011,2290,Franklin Learning Center,District,6-Year Graduation Rate,Ethnicity,White,36,28,77.78,77.78
2010-2011,2290,Franklin Learning Center,District,6-Year Graduation Rate,Gender,Female,88,82,93.18,93.18
2010-2011,2290,Franklin Learning Center,District,6-Year Graduation Rate,Gender,Male,61,52,85.25,85.25
2010-2011,2290,Franklin Learning Center,District,6-Year Graduation Rate,IEP,Does Not Have IEP,139,124,89.21,89.21
2010-2011,2290,Franklin Learning Center,District,6-Year Graduation Rate,IEP,Has IEP,10,10,100,100.0
2010-2011,2310,Camelot Academy,Alternative,4-Year Graduation Rate,All Students,All Students,73,28,38.36,38.36
2010-2011,2310,Camelot Academy,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,52,22,42.31,42.31
2010-2011,2310,Camelot Academy,Alternative,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,21,6,28.57,28.57
2010-2011,2310,Camelot Academy,Alternative,4-Year Graduation Rate,Ethnicity,Black/African American,65,26,40,40.0
2010-2011,2310,Camelot Academy,Alternative,4-Year Graduation Rate,Gender,Female,17,9,52.94,52.94
2010-2011,2310,Camelot Academy,Alternative,4-Year Graduation Rate,Gender,Male,56,19,33.93,33.93
2010-2011,2310,Camelot Academy,Alternative,4-Year Graduation Rate,IEP,Does Not Have IEP,52,20,38.46,38.46
2010-2011,2310,Camelot Academy,Alternative,4-Year Graduation Rate,IEP,Has IEP,21,8,38.1,38.1
2010-2011,2310,Camelot Academy,Alternative,5-Year Graduation Rate,All Students,All Students,72,29,40.28,40.28
2010-2011,2310,Camelot Academy,Alternative,5-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,53,22,41.51,41.51
2010-2011,2310,Camelot Academy,Alternative,5-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,19,7,36.84,36.84
2010-2011,2310,Camelot Academy,Alternative,5-Year Graduation Rate,Ethnicity,Black/African American,64,27,42.19,42.19
2010-2011,2310,Camelot Academy,Alternative,5-Year Graduation Rate,Gender,Female,17,9,52.94,52.94
2010-2011,2310,Camelot Academy,Alternative,5-Year Graduation Rate,Gender,Male,55,20,36.36,36.36
2010-2011,2310,Camelot Academy,Alternative,5-Year Graduation Rate,IEP,Does Not Have IEP,52,21,40.38,40.38
2010-2011,2310,Camelot Academy,Alternative,5-Year Graduation Rate,IEP,Has IEP,20,8,40,40.0
2010-2011,2310,Camelot Academy,Alternative,6-Year Graduation Rate,All Students,All Students,71,29,40.85,40.85
2010-2011,2310,Camelot Academy,Alternative,6-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,52,22,42.31,42.31
2010-2011,2310,Camelot Academy,Alternative,6-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,19,7,36.84,36.84
2010-2011,2310,Camelot Academy,Alternative,6-Year Graduation Rate,Ethnicity,Black/African American,63,27,42.86,42.86
2010-2011,2310,Camelot Academy,Alternative,6-Year Graduation Rate,Gender,Female,16,9,56.25,56.25
2010-2011,2310,Camelot Academy,Alternative,6-Year Graduation Rate,Gender,Male,55,20,36.36,36.36
2010-2011,2310,Camelot Academy,Alternative,6-Year Graduation Rate,IEP,Does Not Have IEP,51,21,41.18,41.18
2010-2011,2310,Camelot Academy,Alternative,6-Year Graduation Rate,IEP,Has IEP,20,8,40,40.0
2010-2011,2410,Girard Academic Music Program,District,4-Year Graduation Rate,All Students,All Students,64,63,98.44,98.44
2010-2011,2410,Girard Academic Music Program,District,4-Year Graduation Rate,Economically Disadvantaged,Economically Disadvantaged,22,22,100,100.0
2010-2011,2410,Girard Academic Music Program,District,4-Year Graduation Rate,Economically Disadvantaged,Not Economically Disadvantaged,42,41,97.62,97.62
2010-2011,2410,Girard Academic Music Program,District,4-Year Graduation Rate,ELL,Non-EL,64,63,98.44,98.44
2010-2011,2410,Girard Academic Music Program,District,4-Year Graduation Rate,Ethnicity,Asian,13,12,92.31,92.31
2010-2011,2410,Girard Academic Music Program,District,4-Year Graduation Rate,Ethnicity,Black/African American,16,16,100,100.0
2010-2011,2410,Girard Academic Music Program,District,4-Year Graduation Rate,Ethnicity,White,30,30,100,100.0
2010-2011,2410,Girard Academic Music Program,District,4-Year Graduation Rate,Gender,Female,35,34,97.14,97.14
2010-2011,2410,Girard Academic Music Program,District,4-Year Graduation Rate,Gender,Male,29,29,100,100.0
